name,palette,source
Classic_Cyclic,"['#1F83B4FF', '#12A2A8FF', '#2CA030FF', '#78A641FF', '#BCBD22FF', '#FFBF50FF', '#FFAA0EFF', '#FF7F0EFF', '#D63A3AFF', '#C7519CFF', '#BA43B4FF', '#8A60B0FF', '#6F63BBFF']",ggthemes
abu_dhabi,"['#715843FF', '#4C525EFF', '#80848EFF', '#BFC8D3FF', '#A26B3AFF', '#E9B972FF', '#856B59FF', '#AFA099FF', '#D8C0B6FF', '#DAD9DCFF', '#D5CFCAFF', '#A3A4AFFF', '#D2AB6CFF']",IslamicArt
le_dejeuner_des_canotiers,"['#D2B469FF', '#E1B45AFF', '#F0E187FF', '#F0E1D2FF', '#E1B496FF', '#96695AFF', '#784B3CFF', '#3C2D1EFF', '#3C3C2DFF', '#69695AFF', '#968778FF', '#697896FF', '#2D2D2DFF']",impressionist.colors
dans_la_serre,"['#879696FF', '#5A5A5AFF', '#3C4B78FF', '#1E2D2DFF', '#2D3C2DFF', '#4B694BFF', '#878778FF', '#D2D2B4FF', '#E1D296FF', '#B4A569FF', '#B4874BFF', '#96695AFF', '#D2A587FF']",impressionist.colors
lestaque_aux_toits_rouges,"['#2D3C2DFF', '#3C5A87FF', '#4B78A5FF', '#87A596FF', '#B4B4A5FF', '#879669FF', '#69784BFF', '#5A694BFF', '#875A3CFF', '#D2693CFF', '#D2874BFF', '#D2A55AFF', '#96784BFF']",impressionist.colors
de_slaapkamer,"['#2D3C2DFF', '#4B5A4BFF', '#5A6978FF', '#879696FF', '#96A596FF', '#A5A55AFF', '#A5963CFF', '#96780FFF', '#875A0FFF', '#785A2DFF', '#87693CFF', '#96784BFF', '#782D0FFF']",impressionist.colors
les_terrassiers,"['#5A4B4BFF', '#695A4BFF', '#87694BFF', '#A5875AFF', '#D2A569FF', '#B4874BFF', '#A5783CFF', '#69784BFF', '#5A693CFF', '#3C5A4BFF', '#6996C3FF', '#A5C3D2FF', '#A5B4B4FF']",impressionist.colors
Benedictus,"['#9A133DFF', '#B93961FF', '#D8527CFF', '#F28AAAFF', '#F9B4C9FF', '#F9E0E8FF', '#FFFFFFFF', '#EAF3FFFF', '#C5DAF6FF', '#A1C2EDFF', '#6996E3FF', '#4060C8FF', '#1A318BFF']",MetBrewer
suns_city,"['#010101FF', '#211747FF', '#582C83FF', '#5F249FFF', '#702F8AFF', '#A6192EFF', '#C8102EFF', '#FC4C02FF', '#FF6720FF', '#FF7F41FF', '#FFA400FF', '#FFB81CFF', '#FFCD00FF']",nbapalettes
bulbasaur,"['#389078FF', '#60D0A0FF', '#184848FF', '#98D048FF', '#70A830FF', '#80E8C0FF', '#506028FF', '#B8F870FF', '#B82820FF', '#F8F8F8FF', '#F86860FF', '#D84840FF', '#C8C8C8FF']",palettetown
ivysaur,"['#209058FF', '#105020FF', '#58C890FF', '#68B020FF', '#488820FF', '#80E8C0FF', '#D04058FF', '#80E058FF', '#F87878FF', '#783028FF', '#885838FF', '#F8F8F8FF', '#F8B8B0FF']",palettetown
charmander,"['#D85020FF', '#F89040FF', '#903000FF', '#F8D068FF', '#D04008FF', '#F8C060FF', '#F8E098FF', '#E0A858FF', '#F09008FF', '#F8F8F8FF', '#184830FF', '#40A078FF', '#90C8D8FF']",palettetown
wartortle,"['#7868C0FF', '#504078FF', '#A888E8FF', '#F0E888FF', '#D8C088FF', '#E0E8E0FF', '#C0D0D8FF', '#F8F8F8FF', '#D0B8F8FF', '#B88838FF', '#C03000FF', '#906060FF', '#684818FF']",palettetown
butterfree,"['#404058FF', '#787898FF', '#505070FF', '#E0E0E0FF', '#C0C0C0FF', '#F8F8F8FF', '#B0B0C0FF', '#58B088FF', '#D05828FF', '#902010FF', '#98C8C0FF', '#F87850FF', '#F8C068FF']",palettetown
pidgeotto,"['#785848FF', '#E0B048FF', '#D03018FF', '#202020FF', '#A87858FF', '#F8E858FF', '#583828FF', '#E86040FF', '#F0F0A0FF', '#F8A870FF', '#C89878FF', '#F8F8F8FF', '#A0A0A0FF']",palettetown
rattata,"['#603050FF', '#905090FF', '#B070B0FF', '#586060FF', '#F8F8F8FF', '#D090D0FF', '#D8D8D8FF', '#C0C0C0FF', '#A0A0A0FF', '#B09030FF', '#A01838FF', '#E0C870FF', '#E84858FF']",palettetown
raticate,"['#C09840FF', '#F0F0A0FF', '#704800FF', '#D8B850FF', '#A07830FF', '#F8E858FF', '#E0B048FF', '#F8F8F8FF', '#D88060FF', '#B87028FF', '#F8C898FF', '#B0B0B0FF', '#707070FF']",palettetown
sandslash,"['#987810FF', '#F0E858FF', '#583000FF', '#D8C020FF', '#C8B048FF', '#C8C8B8FF', '#B8A000FF', '#E8E8D8FF', '#484848FF', '#785800FF', '#888888FF', '#806000FF', '#F8F8F8FF']",palettetown
nidorina,"['#88C0C8FF', '#C0E0E8FF', '#5088B8FF', '#385860FF', '#183870FF', '#D8F8F8FF', '#4880F0FF', '#F8F8F8FF', '#1060B0FF', '#C02010FF', '#E84838FF', '#C0C0C0FF', '#F89888FF']",palettetown
nidoqueen,"['#5090B8FF', '#88C0C8FF', '#385860FF', '#B8E0E8FF', '#E0C888FF', '#786020FF', '#B8A858FF', '#E8E0A0FF', '#F8F8F8FF', '#E84838FF', '#A81000FF', '#D0D0D0FF', '#F89888FF']",palettetown
clefairy,"['#F8C0A0FF', '#E08078FF', '#F89880FF', '#985850FF', '#702808FF', '#A86030FF', '#B03828FF', '#C0C0C0FF', '#E85848FF', '#F8F8F8FF', '#985020FF', '#C88050FF', '#909090FF']",palettetown
vulpix,"['#D89858FF', '#803800FF', '#D86828FF', '#B84800FF', '#F88048FF', '#F0B878FF', '#C07838FF', '#C87828FF', '#A85808FF', '#F8E0B0FF', '#E89848FF', '#903000FF', '#F8F8F8FF']",palettetown
vileplume,"['#F87850FF', '#D86030FF', '#7090A0FF', '#507080FF', '#F8A880FF', '#A03020FF', '#90B0C0FF', '#F8D8D8FF', '#204050FF', '#F8B0B8FF', '#F8E098FF', '#B88030FF', '#E0A858FF']",palettetown
meowth,"['#F8E080FF', '#E0B040FF', '#F8F8B0FF', '#986800FF', '#C87810FF', '#E89830FF', '#904000FF', '#D05838FF', '#C8A000FF', '#F87050FF', '#F8F890FF', '#F8D000FF', '#F8F8F8FF']",palettetown
golduck,"['#90B0D0FF', '#5878A8FF', '#305068FF', '#A8D8F8FF', '#F8F8F8FF', '#D0D068FF', '#F8F8A0FF', '#A0A038FF', '#707010FF', '#880000FF', '#C0C0C0FF', '#D81818FF', '#F8A8A8FF']",palettetown
machop,"['#709878FF', '#98C0A0FF', '#205030FF', '#B8E0C0FF', '#A0A828FF', '#606810FF', '#E8F070FF', '#F83838FF', '#980000FF', '#F8F8F8FF', '#C0C848FF', '#D0D0D0FF', '#C00000FF']",palettetown
machoke,"['#9078B0FF', '#B8A8D8FF', '#584078FF', '#A0A828FF', '#E8F070FF', '#706000FF', '#D8C8F8FF', '#F8F8F8FF', '#C00000FF', '#F83838FF', '#980000FF', '#C0C848FF', '#D0D0D0FF']",palettetown
machamp,"['#60A060FF', '#A8D0B0FF', '#305840FF', '#C8F0D0FF', '#C0C848FF', '#706000FF', '#F8F8F8FF', '#F83838FF', '#E8F070FF', '#A0A828FF', '#505050FF', '#980000FF', '#D0D0D0FF']",palettetown
bellsprout,"['#70A830FF', '#98D048FF', '#684000FF', '#F8E098FF', '#506028FF', '#987020FF', '#F8C058FF', '#F8F8F8FF', '#C09028FF', '#B84020FF', '#B8F870FF', '#E87040FF', '#F8A070FF']",palettetown
slowbro,"['#E05028FF', '#F88868FF', '#C0D098FF', '#98A860FF', '#607038FF', '#902010FF', '#F8E898FF', '#F8B890FF', '#F8C860FF', '#E0F0B8FF', '#A07020FF', '#E0A858FF', '#F8F8F8FF']",palettetown
cubone,"['#906830FF', '#282828FF', '#F8F8F8FF', '#E0E0D0FF', '#C0C0A8FF', '#C09848FF', '#683010FF', '#888868FF', '#585830FF', '#F0C090FF', '#F8D8B0FF', '#E09050FF', '#D8B868FF']",palettetown
hitmonchan,"['#A08850FF', '#C8B078FF', '#685010FF', '#E8D098FF', '#A090A0FF', '#E06038FF', '#B83010FF', '#C0B0C0FF', '#706070FF', '#882000FF', '#F8F8F8FF', '#F89058FF', '#D8C8D8FF']",palettetown
weezing,"['#B06888FF', '#D0A0A8FF', '#884060FF', '#682040FF', '#E8D068FF', '#E8C0C0FF', '#C0B028FF', '#A02000FF', '#F8F8F8FF', '#D0C048FF', '#D8D8D8FF', '#D86020FF', '#D0C868FF']",palettetown
tauros,"['#786028FF', '#C09820FF', '#E8C050FF', '#A89058FF', '#483000FF', '#685010FF', '#F8D868FF', '#584868FF', '#A090C8FF', '#C8B878FF', '#C8C0F8FF', '#E8D8F8FF', '#F8F8F8FF']",palettetown
magikarp,"['#901000FF', '#F86820FF', '#F8F8F8FF', '#D81800FF', '#E8F880FF', '#F8A870FF', '#D8D8E0FF', '#806810FF', '#707088FF', '#A8A8B8FF', '#D8C058FF', '#F87858FF', '#F8B090FF']",palettetown
dragonite,"['#C8A850FF', '#F0D070FF', '#685838FF', '#D0D0A0FF', '#78C0C0FF', '#50A0A0FF', '#F8F0C8FF', '#989868FF', '#F8E890FF', '#F8F8F8FF', '#707070FF', '#307068FF', '#D0D0D8FF']",palettetown
cyndaquil,"['#F86000FF', '#F8E8A0FF', '#E0C868FF', '#405088FF', '#E80000FF', '#886020FF', '#182850FF', '#284060FF', '#6080B8FF', '#F8D800FF', '#B09850FF', '#F89800FF', '#F8F8F8FF']",palettetown
croconaw,"['#58A8E0FF', '#3080C0FF', '#484880FF', '#E0B050FF', '#780000FF', '#F8E060FF', '#C82818FF', '#80C8F8FF', '#987008FF', '#F85820FF', '#E04020FF', '#F8A858FF', '#F8F8F8FF']",palettetown
hoothoot,"['#786810FF', '#A89820FF', '#D8D058FF', '#F0F8B8FF', '#505050FF', '#E07828FF', '#584800FF', '#908018FF', '#F8B068FF', '#C8B828FF', '#787878FF', '#F8F8F8FF', '#E0F0A0FF']",palettetown
noctowl,"['#C8A040FF', '#987038FF', '#482818FF', '#785848FF', '#E0C860FF', '#604030FF', '#F8F8A8FF', '#707070FF', '#F8F8F8FF', '#987868FF', '#F8E870FF', '#C03018FF', '#C0C0C0FF']",palettetown
chinchou,"['#4058A8FF', '#6078D0FF', '#F8F8F8FF', '#8898F8FF', '#A0C8F8FF', '#F8F0A8FF', '#B08838FF', '#D0B058FF', '#F8D878FF', '#003870FF', '#C8E0F8FF', '#886018FF', '#A00000FF']",palettetown
flaaffy,"['#E85840FF', '#F8F8F8FF', '#F89078FF', '#C8C8D8FF', '#9898B0FF', '#707088FF', '#C83818FF', '#A80000FF', '#484848FF', '#F8C0A0FF', '#5080C0FF', '#80C0F8FF', '#284088FF']",palettetown
bellossom,"['#D02000FF', '#50C030FF', '#388800FF', '#800000FF', '#70A830FF', '#B0B038FF', '#F06800FF', '#98D048FF', '#E0E068FF', '#506028FF', '#808018FF', '#105810FF', '#F8F8F8FF']",palettetown
jumpluff,"['#E8D890FF', '#F0E8B0FF', '#F8F8D8FF', '#5880D0FF', '#4068C0FF', '#988850FF', '#78A0F8FF', '#C8B870FF', '#385090FF', '#309830FF', '#40E038FF', '#D04000FF', '#604008FF']",palettetown
sunkern,"['#F8F800FF', '#B0A030FF', '#50A038FF', '#504828FF', '#D0C830FF', '#686030FF', '#70D028FF', '#A0F038FF', '#206010FF', '#483828FF', '#F800F8FF', '#707088FF', '#F8F8F8FF']",palettetown
slowking,"['#E06830FF', '#F8B070FF', '#F8F8F8FF', '#B0B0A8FF', '#D8D8C8FF', '#505040FF', '#C84820FF', '#909078FF', '#F8B830FF', '#982000FF', '#906800FF', '#F87838FF', '#F8F888FF']",palettetown
misdreavus,"['#709890FF', '#486870FF', '#284840FF', '#A81048FF', '#F890B8FF', '#E85890FF', '#90B8B0FF', '#782000FF', '#F8D0C0FF', '#B82018FF', '#F85828FF', '#F8F050FF', '#F8F8F8FF']",palettetown
girafarig,"['#585038FF', '#A09050FF', '#F8D840FF', '#E8B030FF', '#786838FF', '#F8F8F8FF', '#403020FF', '#B88810FF', '#E86870FF', '#F8A8B8FF', '#B0D0E0FF', '#F8F078FF', '#D0C888FF']",palettetown
dunsparce,"['#48A8B8FF', '#E0E080FF', '#B88820FF', '#F0F0C0FF', '#D8B838FF', '#205088FF', '#80C8D0FF', '#685828FF', '#C0C8D0FF', '#585858FF', '#F8F8F8FF', '#888888FF', '#B8D8E0FF']",palettetown
ursaring,"['#A08038FF', '#786018FF', '#C0A050FF', '#483000FF', '#F8D078FF', '#D0A850FF', '#F8F0A0FF', '#787888FF', '#F8F8F8FF', '#B0B0B8FF', '#D8C070FF', '#E85068FF', '#B08028FF']",palettetown
delibird,"['#F8F8F8FF', '#D04000FF', '#D0D0D0FF', '#F87010FF', '#A8A8B0FF', '#585858FF', '#903000FF', '#808080FF', '#C88828FF', '#784000FF', '#F8B868FF', '#F8C840FF', '#F8F088FF']",palettetown
mantine,"['#D0B8C8FF', '#E0C8E0FF', '#284060FF', '#F0E0F0FF', '#A090A0FF', '#586888FF', '#182848FF', '#686868FF', '#90A0D0FF', '#F8F8F8FF', '#98A0C0FF', '#B0C8F8FF', '#C8E0F8FF']",palettetown
donphan,"['#507070FF', '#D0C8C8FF', '#A8A0A0FF', '#789898FF', '#A0C0C0FF', '#305050FF', '#585858FF', '#903828FF', '#F8F8F8FF', '#D8D8D8FF', '#B8B8B8FF', '#C07858FF', '#807878FF']",palettetown
raikou,"['#D0D0D0FF', '#D09828FF', '#F8C840FF', '#686868FF', '#7828D8FF', '#F8F8F8FF', '#B070F8FF', '#886010FF', '#A0A0A0FF', '#401090FF', '#F8E890FF', '#D0B0F8FF', '#C00000FF']",palettetown
ho_oh,"['#F85800FF', '#40D050FF', '#F8F8F8FF', '#C84000FF', '#981000FF', '#109010FF', '#A06800FF', '#F8E000FF', '#E0A800FF', '#F8A800FF', '#98F0A8FF', '#686868FF', '#C0C0C0FF']",palettetown
sceptile,"['#98D048FF', '#70A830FF', '#587820FF', '#386020FF', '#B8F870FF', '#D05038FF', '#A04830FF', '#C08038FF', '#F8C050FF', '#F8E068FF', '#F86850FF', '#F8E8B0FF', '#F8F8F8FF']",palettetown
wurmple,"['#605050FF', '#C85058FF', '#D8D0A0FF', '#F8F8D0FF', '#F07860FF', '#181818FF', '#F0B888FF', '#B0A098FF', '#F0F000FF', '#C0C058FF', '#909000FF', '#E0D0E8FF', '#F8F8F8FF']",palettetown
beautifly,"['#888878FF', '#585850FF', '#F8F830FF', '#C0C070FF', '#E0D870FF', '#181800FF', '#E8E8B0FF', '#F89028FF', '#F8F8E8FF', '#9880F8FF', '#A8A868FF', '#989870FF', '#F8F8F8FF']",palettetown
lotad,"['#488828FF', '#304820FF', '#307090FF', '#78D048FF', '#60B830FF', '#D0A838FF', '#887030FF', '#48A828FF', '#F8D048FF', '#5088C8FF', '#304058FF', '#90B0D8FF', '#F8F8F8FF']",palettetown
shiftry,"['#E0D8F8FF', '#985860FF', '#000000FF', '#704048FF', '#F8F8F8FF', '#D87850FF', '#503030FF', '#60A860FF', '#B8B0C0FF', '#808070FF', '#487828FF', '#80D060FF', '#F8D060FF']",palettetown
kirlia,"['#70B870FF', '#C8F8A8FF', '#E8E8F8FF', '#307848FF', '#C0C8D8FF', '#90E090FF', '#E05038FF', '#A0B0C8FF', '#785050FF', '#687890FF', '#F89880FF', '#F8F8F8FF', '#8090B0FF']",palettetown
ninjask,"['#F8F8F8FF', '#000000FF', '#A8B0B0FF', '#889090FF', '#404058FF', '#B03820FF', '#D8A850FF', '#886840FF', '#F0D050FF', '#F06810FF', '#D0D0C8FF', '#585878FF', '#D84810FF']",palettetown
sableye,"['#A070A0FF', '#C078B8FF', '#886088FF', '#483048FF', '#000000FF', '#D090D0FF', '#684870FF', '#F8F8F8FF', '#9080D0FF', '#C0D8F8FF', '#A8B0C8FF', '#F85048FF', '#C02820FF']",palettetown
meditite,"['#C8C0C0FF', '#E8E0E0FF', '#000000FF', '#907878FF', '#6090C8FF', '#4870A8FF', '#88B8F0FF', '#485870FF', '#C0D8F8FF', '#F8F8F8FF', '#E05838FF', '#702840FF', '#B03858FF']",palettetown
medicham,"['#C85850FF', '#000000FF', '#E07878FF', '#F89890FF', '#888878FF', '#E8E8D0FF', '#B8B8A8FF', '#785048FF', '#D0D0C0FF', '#F8C858FF', '#F8E080FF', '#A08868FF', '#F8F8F8FF']",palettetown
manectric,"['#D8E068FF', '#7080C0FF', '#F8F848FF', '#887840FF', '#384048FF', '#B0C068FF', '#88A8E8FF', '#181818FF', '#505880FF', '#F8F8F8FF', '#E85068FF', '#A82010FF', '#C0C0E0FF']",palettetown
minun,"['#5878E0FF', '#F8E8C0FF', '#E8D080FF', '#000000FF', '#6098F8FF', '#305880FF', '#787050FF', '#F8F0D8FF', '#B8A880FF', '#283040FF', '#E85038FF', '#404060FF', '#F8F8F8FF']",palettetown
carvanha,"['#C89028FF', '#000000FF', '#304898FF', '#604838FF', '#E8B828FF', '#F03838FF', '#783838FF', '#B83838FF', '#4078B8FF', '#282858FF', '#F8F8F8FF', '#A8C0F8FF', '#F88080FF']",palettetown
wailord,"['#B0A8B0FF', '#D0C8D8FF', '#E8E0F8FF', '#2850C0FF', '#3060F8FF', '#303858FF', '#5080F8FF', '#807080FF', '#B098A8FF', '#285078FF', '#90A8F8FF', '#504848FF', '#000000FF']",palettetown
camerupt,"['#E06818FF', '#B85028FF', '#E8A848FF', '#A8A858FF', '#503018FF', '#D0D080FF', '#484820FF', '#8080B8FF', '#181818FF', '#E8E8C8FF', '#B87868FF', '#F8F8F8FF', '#B8B0B8FF']",palettetown
spoink,"['#888890FF', '#687078FF', '#303028FF', '#000000FF', '#F8C8B8FF', '#484848FF', '#A8A8A0FF', '#C08858FF', '#E0A880FF', '#F8E0F8FF', '#904848FF', '#F8F8F8FF', '#181818FF']",palettetown
corphish,"['#D05808FF', '#000000FF', '#F87810FF', '#604030FF', '#E0C890FF', '#A85008FF', '#F8C040FF', '#C8A868FF', '#907040FF', '#F0E8C0FF', '#F8F8F8FF', '#E8B040FF', '#C8C8C8FF']",palettetown
feebas,"['#A0A8C0FF', '#E8E898FF', '#908050FF', '#B0A070FF', '#D0D080FF', '#584838FF', '#181818FF', '#505070FF', '#C8D8F8FF', '#F8F8F8FF', '#E07860FF', '#E0D8E0FF', '#B06868FF']",palettetown
duskull,"['#686858FF', '#585850FF', '#888878FF', '#D8D0A8FF', '#383830FF', '#000000FF', '#F8F8E0FF', '#A8A078FF', '#E8E0B8FF', '#B0B090FF', '#F8A0A8FF', '#884858FF', '#E85018FF']",palettetown
chimecho,"['#98C0E0FF', '#404868FF', '#C0E0F8FF', '#F05870FF', '#7090B0FF', '#F8D058FF', '#000000FF', '#782840FF', '#F87890FF', '#C04860FF', '#A87048FF', '#F8F8F8FF', '#F8E090FF']",palettetown
glalie,"['#282838FF', '#C8C8D8FF', '#E0E0F0FF', '#A0A0B8FF', '#505058FF', '#505068FF', '#F8F8F8FF', '#787890FF', '#787880FF', '#A0C8F8FF', '#4888C0FF', '#C8C8D0FF', '#78A0E0FF']",palettetown
relicanth,"['#D0B890FF', '#A08880FF', '#786058FF', '#B09068FF', '#000000FF', '#F0D8B0FF', '#504038FF', '#685040FF', '#887068FF', '#F8F0D8FF', '#B8A0A0FF', '#887048FF', '#F05840FF']",palettetown
salamence,"['#B87048FF', '#7878D8FF', '#A8A8F8FF', '#384060FF', '#506090FF', '#181818FF', '#784830FF', '#D87850FF', '#A8A0B8FF', '#F89060FF', '#D8D0E8FF', '#F8F8F8FF', '#809090FF']",palettetown
metang,"['#3860B0FF', '#4880D0FF', '#58A0F8FF', '#303870FF', '#80C8F8FF', '#A8A8A8FF', '#706870FF', '#C8C8C8FF', '#D8D8D8FF', '#804848FF', '#D04850FF', '#908890FF', '#F86868FF']",palettetown
metagross,"['#4880D0FF', '#3860B0FF', '#303870FF', '#58A0F8FF', '#80C8F8FF', '#A8A8A8FF', '#908890FF', '#706870FF', '#C0D8F8FF', '#C8C8C8FF', '#D8D8D8FF', '#D04850FF', '#804848FF']",palettetown
regirock,"['#E0D8A8FF', '#C8C0A8FF', '#E8E0D8FF', '#504828FF', '#E88038FF', '#908870FF', '#B0A890FF', '#B88038FF', '#181818FF', '#E8A868FF', '#885838FF', '#B04000FF', '#E87038FF']",palettetown
registeel,"['#B8B8B0FF', '#E8E8E8FF', '#585050FF', '#D8D0E0FF', '#888068FF', '#A8A878FF', '#181818FF', '#808078FF', '#707058FF', '#F058A8FF', '#F8F8F8FF', '#F8B0A0FF', '#D06880FF']",palettetown
X73,"['#000000FF', '#001221FF', '#012243FF', '#002142FF', '#002341FF', '#002343FF', '#187999FF', '#00B6E6FF', '#00B6E5FF', '#62A2ACFF', '#CD8958FF', '#CD8A56FF', '#A86D4FFF', '#834631FF']",beyonce
X94,"['#E37A0FFF', '#492F48FF', '#482E47FF', '#AA8B4AFF', '#AA8B48FF', '#E65286FF', '#E65284FF', '#E75387FF', '#E95285FF', '#E85184FF', '#018F83FF', '#009083FF', '#009184FF', '#00D0EAFF']",beyonce
X100,"['#000000FF', '#010000FF', '#000100FF', '#000002FF', '#4F2C19FF', '#4D2C1BFF', '#4F2B1BFF', '#4C2D1BFF', '#8A5A34FF', '#885B34FF', '#8B5A31FF', '#9B8673FF', '#9C866FFF', '#E7D9CCFF']",beyonce
X113,"['#000000FF', '#000104FF', '#533A26FF', '#4F392BFF', '#503A2CFF', '#9C846AFF', '#9A8568FF', '#9D8368FF', '#99836CFF', '#DB5844FF', '#D75849FF', '#DA5647FF', '#DB5748FF', '#BC3E15FF']",beyonce
land,"['#5566AAFF', '#117733FF', '#44AA66FF', '#55AA22FF', '#668822FF', '#99BB55FF', '#558877FF', '#88BBAAFF', '#AADDCCFF', '#44AA88FF', '#DDCC66FF', '#FFDD44FF', '#FFEE88FF', '#BB0011FF']",khroma
paired,"['#C70E7BFF', '#FC6882FF', '#007BC3FF', '#54BCD1FF', '#EF7C12FF', '#F4B95AFF', '#009F3FFF', '#8FDA04FF', '#AF6125FF', '#F4E3C7FF', '#B25D91FF', '#EFC7E6FF', '#EF7C12FF', '#F4B95AFF']",LaCroixColoR
la_yole,"['#3C4B69FF', '#4B5A69FF', '#697878FF', '#4B4B4BFF', '#3C3C3CFF', '#3C3C1EFF', '#695A2DFF', '#78693CFF', '#78784BFF', '#C0BB9DFF', '#C2902FFF', '#965A0FFF', '#784B0FFF', '#5A4B0FFF']",impressionist.colors
fleurs_dans_un_vase_de_cristal,"['#78A5C3FF', '#4B6996FF', '#3C3C5AFF', '#1E4B2DFF', '#2D5A3CFF', '#5A784BFF', '#A5A596FF', '#D2D2C3FF', '#E1D2D2FF', '#694B5AFF', '#4B3C3CFF', '#965A4BFF', '#A55A2DFF', '#A5693CFF']",impressionist.colors
korenveld_onder_onweerslucht,"['#1E4B87FF', '#2D5A96FF', '#4B78A5FF', '#6987B4FF', '#B4C3C3FF', '#D2D2D2FF', '#E1E1D2FF', '#96B478FF', '#78965AFF', '#5A784BFF', '#4B692DFF', '#3C783CFF', '#5A781EFF', '#B4C369FF']",impressionist.colors
irissen,"['#C3962DFF', '#F0D24BFF', '#E1D25AFF', '#C3B45AFF', '#96A569FF', '#87965AFF', '#5A785AFF', '#4B5A4BFF', '#2D3C3CFF', '#0F1E2DFF', '#1E3C5AFF', '#2D4B5AFF', '#4B6969FF', '#4B875AFF']",impressionist.colors
te_aa_no_areois,"['#1E694BFF', '#0F1E2DFF', '#2D3C4BFF', '#2D4B69FF', '#5A6987FF', '#8796B4FF', '#A58787FF', '#875A5AFF', '#694B5AFF', '#786978FF', '#C3693CFF', '#C3961EFF', '#87782DFF', '#5A4B2DFF']",impressionist.colors
Signac,"['#FBE183FF', '#F4C40FFF', '#FE9B00FF', '#D8443CFF', '#9B3441FF', '#DE597CFF', '#E87B89FF', '#E6A2A6FF', '#AA7AA1FF', '#9F5691FF', '#633372FF', '#1F6E9CFF', '#2B9B81FF', '#92C051FF']",MetBrewer
olsen_seq,"['#701C00FF', '#8C3800FF', '#A85400FF', '#C47000FF', '#C48C1CFF', '#E0A81CFF', '#E0C48CFF', '#E0E0E0FF', '#C4C4C4FF', '#8CA8C4FF', '#708CA8FF', '#1C54A8FF', '#385438FF', '#38381CFF']",ochRe
venusaur,"['#209058FF', '#58C890FF', '#105020FF', '#D84040FF', '#40A018FF', '#80E8C0FF', '#F88070FF', '#803000FF', '#68C840FF', '#98F088FF', '#D8C830FF', '#F8F8F8FF', '#F8E850FF', '#B86830FF']",palettetown
charizard,"['#D86020FF', '#F89040FF', '#903000FF', '#184068FF', '#F8D068FF', '#207890FF', '#C03020FF', '#F8C060FF', '#F8A058FF', '#F8E098FF', '#E85040FF', '#F8F8F8FF', '#D0D0D0FF', '#28A8B8FF']",palettetown
squirtle,"['#58A898FF', '#90D0C8FF', '#407060FF', '#B0E8B8FF', '#F8D068FF', '#D08038FF', '#E0A858FF', '#902000FF', '#602800FF', '#F8E098FF', '#F8F8F8FF', '#B86800FF', '#D0C8C8FF', '#D09050FF']",palettetown
blastoise,"['#4080C0FF', '#484880FF', '#68A8E0FF', '#E8A858FF', '#F8F8F8FF', '#D0C8C8FF', '#90A0A0FF', '#80D0F8FF', '#F8D068FF', '#B88838FF', '#684838FF', '#986848FF', '#A86020FF', '#E0A858FF']",palettetown
beedrill,"['#181818FF', '#D8C8F0FF', '#F8F8F8FF', '#B8A8C0FF', '#606060FF', '#E8A030FF', '#A090A8FF', '#F8C848FF', '#885000FF', '#980008FF', '#E8E0F8FF', '#F8F0A0FF', '#F89068FF', '#D01830FF']",palettetown
pidgeot,"['#785848FF', '#E0B860FF', '#A87858FF', '#583828FF', '#F8E088FF', '#D03018FF', '#F8F0B8FF', '#E86040FF', '#F8A870FF', '#C89878FF', '#F8F8F8FF', '#E0B090FF', '#A0A0A0FF', '#F8D0B0FF']",palettetown
raichu,"['#F8C000FF', '#E89800FF', '#F8F8F8FF', '#986838FF', '#704808FF', '#F8E800FF', '#F8F880FF', '#885030FF', '#E0B020FF', '#B88040FF', '#F8E058FF', '#A85820FF', '#E00000FF', '#686868FF']",palettetown
gloom,"['#7090A0FF', '#486878FF', '#A07030FF', '#E84800FF', '#103058FF', '#805010FF', '#F87000FF', '#D0A060FF', '#603000FF', '#983000FF', '#90B0C0FF', '#F8C050FF', '#F0F0F0FF', '#D0D0D0FF']",palettetown
venonat,"['#9050A0FF', '#B078C0FF', '#684070FF', '#401050FF', '#808080FF', '#D0D0D0FF', '#F8F8F8FF', '#F87850FF', '#C05020FF', '#B88868FF', '#885838FF', '#9070A0FF', '#E8B898FF', '#F8C8D8FF']",palettetown
mankey,"['#E8D080FF', '#C0A850FF', '#886810FF', '#B08020FF', '#704000FF', '#F0E8A0FF', '#D8A848FF', '#F8F8F8FF', '#F8D080FF', '#E08860FF', '#E8B088FF', '#F8E0B8FF', '#B84830FF', '#D8D8D8FF']",palettetown
arcanine,"['#F0B868FF', '#F8F090FF', '#C05030FF', '#A86020FF', '#F8F0A8FF', '#601000FF', '#E87030FF', '#585858FF', '#F88850FF', '#501010FF', '#D8D8D0FF', '#F86040FF', '#C03020FF', '#F8F8F0FF']",palettetown
kadabra,"['#D0B000FF', '#F8E828FF', '#886000FF', '#603000FF', '#886010FF', '#A88028FF', '#F8F8F8FF', '#585858FF', '#F8F878FF', '#D8D8D8FF', '#B0B0B0FF', '#F04030FF', '#F08888FF', '#D0B050FF']",palettetown
