name,palette,source
weepinbell,"['#70A830FF', '#98D048FF', '#F8D068FF', '#F8E098FF', '#E87040FF', '#F8A070FF', '#F8F8F8FF', '#B8F870FF', '#506028FF', '#B84010FF', '#705010FF', '#A87828FF', '#E8B000FF', '#B08028FF']",palettetown
victreebel,"['#70A830FF', '#98D048FF', '#506028FF', '#684000FF', '#F8E098FF', '#B8F870FF', '#E0A858FF', '#F8D068FF', '#F8A070FF', '#B08028FF', '#D04820FF', '#B07830FF', '#F8F8F8FF', '#D0D0D0FF']",palettetown
tentacool,"['#68B0E0FF', '#205080FF', '#4890C0FF', '#98E0F0FF', '#505020FF', '#B0A870FF', '#F85048FF', '#D0C090FF', '#808040FF', '#B02820FF', '#F8C0B8FF', '#F8F8F8FF', '#801010FF', '#D0D0D0FF']",palettetown
tentacruel,"['#68B0E0FF', '#B0A870FF', '#4890C0FF', '#505020FF', '#E0D0A0FF', '#205080FF', '#F85048FF', '#B02820FF', '#808040FF', '#F8F8F8FF', '#98E0F0FF', '#801010FF', '#F8C0B8FF', '#D0D0D0FF']",palettetown
magnemite,"['#383030FF', '#504848FF', '#B0D0B8FF', '#90B898FF', '#588060FF', '#D0F0D8FF', '#F8F8F8FF', '#2880A8FF', '#888888FF', '#B0B0B0FF', '#D0D0D0FF', '#E81800FF', '#50C8F0FF', '#F88848FF']",palettetown
magneton,"['#383030FF', '#D0F0D8FF', '#F8F8F8FF', '#B0D0B8FF', '#504848FF', '#588060FF', '#90B898FF', '#E81800FF', '#B0B0B0FF', '#2880A8FF', '#888888FF', '#50C8F0FF', '#F88848FF', '#D0D0D0FF']",palettetown
farfetchd,"['#B09050FF', '#806020FF', '#604000FF', '#E0E0A0FF', '#F8E068FF', '#E0A858FF', '#E0C078FF', '#C0C080FF', '#009820FF', '#C8F888FF', '#40D840FF', '#B86828FF', '#F8F8F8FF', '#D0D0D0FF']",palettetown
exeggutor,"['#506028FF', '#F8D868FF', '#70A830FF', '#98D048FF', '#887040FF', '#E0A858FF', '#B09848FF', '#604010FF', '#B8F870FF', '#A06820FF', '#F8E8A0FF', '#F8F8F8FF', '#606060FF', '#D8D8D8FF']",palettetown
marowak,"['#906830FF', '#C09848FF', '#683010FF', '#C0C0A8FF', '#D8B868FF', '#E0E0D0FF', '#505038FF', '#F8F8F8FF', '#888868FF', '#F0C090FF', '#E09050FF', '#F8D8B0FF', '#B87038FF', '#C03810FF']",palettetown
kangaskhan,"['#987840FF', '#B8A068FF', '#504010FF', '#F8F890FF', '#E8C868FF', '#889060FF', '#D0B880FF', '#686850FF', '#F8F8F8FF', '#D0D0D0FF', '#A0A878FF', '#B81818FF', '#906888FF', '#D8B0D0FF']",palettetown
snorlax,"['#404058FF', '#585870FF', '#F0F098FF', '#F8F8C8FF', '#707090FF', '#E0D890FF', '#989850FF', '#D09858FF', '#A06828FF', '#8888B0FF', '#E8A870FF', '#F8F8F8FF', '#686870FF', '#D0D0D8FF']",palettetown
moltres,"['#F8D810FF', '#F86000FF', '#F8D098FF', '#E80000FF', '#F8A800FF', '#B85000FF', '#F8F040FF', '#F89048FF', '#803000FF', '#C87820FF', '#E8A848FF', '#F8F8F8FF', '#B00000FF', '#D8D8D8FF']",palettetown
bayleef,"['#F0E868FF', '#D8B828FF', '#105010FF', '#A08018FF', '#68C030FF', '#307808FF', '#685000FF', '#48A010FF', '#F8F8A8FF', '#F8F8F8FF', '#606060FF', '#C0C0C0FF', '#A83000FF', '#D08850FF']",palettetown
meganium,"['#98E050FF', '#F83858FF', '#68B830FF', '#C82038FF', '#208810FF', '#F0A098FF', '#F8F8F8FF', '#F8D820FF', '#781038FF', '#604800FF', '#B8F878FF', '#686868FF', '#E0A800FF', '#C8C8C8FF']",palettetown
quilava,"['#F8E8A0FF', '#F86000FF', '#405088FF', '#E80000FF', '#F8D800FF', '#E0C868FF', '#B09850FF', '#886020FF', '#F89800FF', '#182850FF', '#284060FF', '#6080B8FF', '#B0B0B0FF', '#F8F8F8FF']",palettetown
typhlosion,"['#F8E890FF', '#D0C068FF', '#283860FF', '#405078FF', '#A08848FF', '#E80800FF', '#604810FF', '#000848FF', '#F8F8C0FF', '#6088B0FF', '#F8D800FF', '#F86000FF', '#F89800FF', '#F8F8F8FF']",palettetown
feraligatr,"['#58A8E0FF', '#3080C0FF', '#484880FF', '#80C8F8FF', '#F85820FF', '#C82818FF', '#F8D050FF', '#C8A840FF', '#780000FF', '#987008FF', '#F8F898FF', '#F8A858FF', '#F8F8F8FF', '#C0C0C0FF']",palettetown
ledian,"['#F85820FF', '#686868FF', '#C03810FF', '#803010FF', '#F0E070FF', '#F8F8F8FF', '#B0B0B0FF', '#D0D0D0FF', '#C8B038FF', '#F8C080FF', '#A07800FF', '#001870FF', '#F8F8B8FF', '#0048A0FF']",palettetown
spinarak,"['#90E040FF', '#60B820FF', '#907830FF', '#B0A030FF', '#C8F870FF', '#305010FF', '#507828FF', '#F8F858FF', '#787878FF', '#903000FF', '#F8F8F8FF', '#B8B8B8FF', '#E83000FF', '#F89850FF']",palettetown
ariados,"['#6830A8FF', '#F8E858FF', '#9058E8FF', '#D8B048FF', '#C85000FF', '#907030FF', '#F87828FF', '#686868FF', '#882000FF', '#F8A838FF', '#B890F8FF', '#F8F8F8FF', '#B8B8B8FF', '#480000FF']",palettetown
lanturn,"['#6088E0FF', '#88A8F8FF', '#3868C8FF', '#A0C8F8FF', '#005088FF', '#805008FF', '#F8E050FF', '#F8E878FF', '#B08838FF', '#D0B058FF', '#F8F8F8FF', '#B00000FF', '#F87000FF', '#A8A8A8FF']",palettetown
natu,"['#50C048FF', '#282828FF', '#98E048FF', '#802800FF', '#F84800FF', '#806020FF', '#C83800FF', '#F8D840FF', '#489040FF', '#C8A838FF', '#306028FF', '#505050FF', '#F8F8F8FF', '#909090FF']",palettetown
mareep,"['#F8E880FF', '#E0C060FF', '#C09028FF', '#885818FF', '#2090B8FF', '#48B0E0FF', '#004890FF', '#F8D800FF', '#E0A800FF', '#505050FF', '#B07800FF', '#002068FF', '#F8F8F8FF', '#A0A0A0FF']",palettetown
politoed,"['#78B818FF', '#98E830FF', '#F8E050FF', '#307800FF', '#E0B028FF', '#986000FF', '#C8F880FF', '#B03800FF', '#808080FF', '#E06830FF', '#F8F8F8FF', '#F8B068FF', '#F8F8A0FF', '#C8C8C8FF']",palettetown
sneasel,"['#385848FF', '#507868FF', '#283828FF', '#C04848FF', '#88A898FF', '#F8F8F8FF', '#801020FF', '#F8C8D0FF', '#B8B0C0FF', '#F87068FF', '#686078FF', '#C88000FF', '#F8E058FF', '#E04848FF']",palettetown
entei,"['#806020FF', '#B09048FF', '#D0D0D0FF', '#F8F8F8FF', '#D8B860FF', '#503800FF', '#A8A8A8FF', '#606060FF', '#980000FF', '#F8E090FF', '#D09000FF', '#E02800FF', '#F8C800FF', '#F87828FF']",palettetown
suicune,"['#5870D0FF', '#78B8F8FF', '#8830E0FF', '#A868F8FF', '#384890FF', '#686868FF', '#503888FF', '#B0B0B0FF', '#F8F8F8FF', '#B8E8F8FF', '#D0D0D0FF', '#909090FF', '#D0B0F8FF', '#A00000FF']",palettetown
treecko,"['#98D048FF', '#70A830FF', '#506028FF', '#488858FF', '#F86850FF', '#184038FF', '#48B880FF', '#D05038FF', '#B8F870FF', '#A04830FF', '#F8C050FF', '#E09848FF', '#F8D078FF', '#F8F8F8FF']",palettetown
grovyle,"['#000000FF', '#105048FF', '#58B068FF', '#50A0B8FF', '#388090FF', '#88E090FF', '#E04028FF', '#388040FF', '#F87050FF', '#802830FF', '#B8F8B0FF', '#B84040FF', '#F8D850FF', '#D08850FF']",palettetown
combusken,"['#F0B050FF', '#F8D060FF', '#F86838FF', '#C09038FF', '#786858FF', '#B09078FF', '#583830FF', '#F8D898FF', '#D0B890FF', '#D05838FF', '#883830FF', '#F8A038FF', '#987838FF', '#F8F8F8FF']",palettetown
blaziken,"['#F87850FF', '#F8D068FF', '#482840FF', '#E8D0A8FF', '#000000FF', '#D86030FF', '#E0A858FF', '#907078FF', '#B04030FF', '#F8E098FF', '#A89090FF', '#907858FF', '#C8B098FF', '#C8B0B0FF']",palettetown
mudkip,"['#58A8E0FF', '#3080C0FF', '#B0B8F0FF', '#484880FF', '#78C0F8FF', '#A07858FF', '#8898B0FF', '#F8B050FF', '#787078FF', '#F09840FF', '#C88040FF', '#C0C8F8FF', '#98A8D8FF', '#F8F8F8FF']",palettetown
marshtomp,"['#585870FF', '#68B8B8FF', '#609098FF', '#90D0D0FF', '#F8A050FF', '#F07838FF', '#C86020FF', '#A8A8D0FF', '#C0C0E8FF', '#808098FF', '#D8D8F8FF', '#A8E8E8FF', '#A07858FF', '#F8F8F8FF']",palettetown
swampert,"['#5068A0FF', '#3080C0FF', '#C0E0F8FF', '#283060FF', '#58A8E0FF', '#385080FF', '#A8B8E0FF', '#984858FF', '#88C8F8FF', '#F8D048FF', '#886048FF', '#F09840FF', '#C88040FF', '#80A0C0FF']",palettetown
poochyena,"['#485060FF', '#C0B8C8FF', '#000000FF', '#A098A8FF', '#807888FF', '#303040FF', '#D0C8D8FF', '#F8D058FF', '#B08858FF', '#A83840FF', '#F8F8F8FF', '#D84840FF', '#F8A078FF', '#F8E080FF']",palettetown
zigzagoon,"['#A87858FF', '#685848FF', '#C0A888FF', '#E0D0A8FF', '#C89878FF', '#484028FF', '#100000FF', '#403830FF', '#E8B898FF', '#F8E8C0FF', '#785848FF', '#C83820FF', '#A02000FF', '#A09078FF']",palettetown
dustox,"['#B0D070FF', '#584848FF', '#C0F890FF', '#809080FF', '#98B098FF', '#C05030FF', '#D090C0FF', '#181818FF', '#B06890FF', '#C8C030FF', '#B89050FF', '#E8E830FF', '#E0C0D0FF', '#F05030FF']",palettetown
nuzleaf,"['#987898FF', '#C89860FF', '#483840FF', '#E0E8B0FF', '#B0C880FF', '#181818FF', '#789050FF', '#685060FF', '#407038FF', '#E0C090FF', '#60C080FF', '#90E880FF', '#F8F8F8FF', '#C8C8E8FF']",palettetown
wingull,"['#C0B8E0FF', '#F0E8F8FF', '#383838FF', '#888888FF', '#000000FF', '#5070E0FF', '#885810FF', '#606060FF', '#305088FF', '#F8A830FF', '#D88000FF', '#D8D0F8FF', '#70A0F8FF', '#F8C868FF']",palettetown
masquerain,"['#90A0C0FF', '#C88830FF', '#F8F8F8FF', '#C0E8E8FF', '#F89848FF', '#B0C8E8FF', '#684820FF', '#404058FF', '#D8D8C8FF', '#804020FF', '#181818FF', '#D83820FF', '#581008FF', '#A81008FF']",palettetown
slakoth,"['#E0C8A0FF', '#B09068FF', '#C8B088FF', '#000000FF', '#503828FF', '#886840FF', '#705028FF', '#404040FF', '#D07868FF', '#C8C8C8FF', '#F8F8F8FF', '#883040FF', '#F8A088FF', '#989898FF']",palettetown
slaking,"['#A88868FF', '#D0C8B0FF', '#886850FF', '#584030FF', '#C8C8E8FF', '#C0A890FF', '#100000FF', '#586078FF', '#E8E8F8FF', '#883040FF', '#F0E8D0FF', '#D88090FF', '#F8F8F8FF', '#C05070FF']",palettetown
loudred,"['#7870B0FF', '#585088FF', '#000000FF', '#A098D8FF', '#383868FF', '#F8D858FF', '#D0A018FF', '#C8C8C8FF', '#987018FF', '#F8F8F8FF', '#D04830FF', '#707070FF', '#F87050FF', '#683018FF']",palettetown
mawile,"['#000000FF', '#808080FF', '#505050FF', '#B86088FF', '#984868FF', '#D09848FF', '#F8C058FF', '#A0A0A0FF', '#F8D888FF', '#C0C0C0FF', '#987838FF', '#D080A8FF', '#C8C8C8FF', '#F8F8F8FF']",palettetown
swalot,"['#B888F8FF', '#9868D0FF', '#D0A8F8FF', '#705890FF', '#F82800FF', '#303030FF', '#000000FF', '#583868FF', '#686868FF', '#505050FF', '#807840FF', '#F8D058FF', '#F8E890FF', '#F8F8F8FF']",palettetown
sharpedo,"['#408890FF', '#D8C8F0FF', '#406078FF', '#384048FF', '#90B8B8FF', '#000000FF', '#A898B0FF', '#E8E0F8FF', '#F8F8F8FF', '#F8D860FF', '#D8B840FF', '#683848FF', '#E83018FF', '#984858FF']",palettetown
vibrava,"['#000000FF', '#308860FF', '#60C090FF', '#A0A0A0FF', '#505050FF', '#808080FF', '#88E8B0FF', '#B8B078FF', '#787038FF', '#E0D088FF', '#F8F8A0FF', '#C8C8C8FF', '#B8B8D8FF', '#F8F8F8FF']",palettetown
cacnea,"['#C8E870FF', '#A8C860FF', '#305028FF', '#407028FF', '#88A850FF', '#688840FF', '#489838FF', '#78C868FF', '#E0F898FF', '#F8D048FF', '#B89840FF', '#F8E890FF', '#F8E8F8FF', '#808080FF']",palettetown
seviper,"['#504848FF', '#383030FF', '#000000FF', '#282020FF', '#D8B840FF', '#A030F8FF', '#C84038FF', '#583040FF', '#807840FF', '#8828B0FF', '#F8E058FF', '#887878FF', '#E85850FF', '#F8F8F8FF']",palettetown
lunatone,"['#C0A878FF', '#D0C080FF', '#A89868FF', '#E0D090FF', '#887050FF', '#F8E8A0FF', '#503828FF', '#A03048FF', '#786048FF', '#988060FF', '#604838FF', '#B83848FF', '#E85858FF', '#D04850FF']",palettetown
solrock,"['#B09050FF', '#E89038FF', '#D8B048FF', '#E8D070FF', '#382818FF', '#A86028FF', '#786048FF', '#C87830FF', '#F8E8A0FF', '#505058FF', '#885020FF', '#887070FF', '#F8A860FF', '#D04850FF']",palettetown
anorith,"['#000000FF', '#686878FF', '#708870FF', '#D8D8D8FF', '#587058FF', '#F87850FF', '#D85020FF', '#F8F8F8FF', '#905048FF', '#A8C8A8FF', '#88A888FF', '#B0B0B8FF', '#C0A060FF', '#E0C890FF']",palettetown
armaldo,"['#000000FF', '#384050FF', '#8888B8FF', '#D8B060FF', '#585888FF', '#7070A8FF', '#686878FF', '#B8B8D8FF', '#F86048FF', '#D8D8D8FF', '#F8D868FF', '#B0B0B8FF', '#B83800FF', '#F8F8F8FF']",palettetown
milotic,"['#D06040FF', '#703830FF', '#F8D0B0FF', '#D8B898FF', '#88C0F8FF', '#E88058FF', '#F8E0D0FF', '#90A8C0FF', '#686078FF', '#000000FF', '#E08088FF', '#B05040FF', '#A06850FF', '#F8A080FF']",palettetown
clamperl,"['#000000FF', '#002850FF', '#3058C8FF', '#F8F8F8FF', '#284080FF', '#488880FF', '#C8D0D0FF', '#C0D0F0FF', '#6088F0FF', '#88B8C8FF', '#D07080FF', '#88A090FF', '#F878D0FF', '#704858FF']",palettetown
huntail,"['#4898B0FF', '#D89000FF', '#000000FF', '#78C0D8FF', '#986840FF', '#306078FF', '#E8B060FF', '#98D8F0FF', '#F8F8F8FF', '#F88090FF', '#A08090FF', '#C87090FF', '#D0C0D0FF', '#903858FF']",palettetown
latias,"['#D0D0E8FF', '#883040FF', '#F86868FF', '#C84850FF', '#D85858FF', '#E8E8F8FF', '#787090FF', '#F8A070FF', '#A8A0C8FF', '#5868B0FF', '#70A8E8FF', '#C8A048FF', '#F8F8F8FF', '#F8C858FF']",palettetown
latios,"['#4880D0FF', '#A8A8A8FF', '#3860B0FF', '#303870FF', '#58A0F8FF', '#C8C8C8FF', '#706870FF', '#98C8F8FF', '#908890FF', '#D04850FF', '#D8D8D8FF', '#F8F8F8FF', '#F86868FF', '#804848FF']",palettetown
kyogre,"['#3860B0FF', '#4880D0FF', '#303870FF', '#C8B8C8FF', '#285090FF', '#F80810FF', '#58A0F8FF', '#B82028FF', '#D8D8D8FF', '#585068FF', '#702838FF', '#988890FF', '#80C8F8FF', '#F8C830FF']",palettetown
groudon,"['#785860FF', '#F82028FF', '#383838FF', '#F87880FF', '#A82838FF', '#782028FF', '#C0C0C8FF', '#C83848FF', '#F8F8F8FF', '#987888FF', '#A890A0FF', '#F8B8B8FF', '#F8C830FF', '#986830FF']",palettetown
deoxys,"['#181818FF', '#CE6363FF', '#7B7352FF', '#FF844AFF', '#73D6ADFF', '#734A31FF', '#84A59CFF', '#9C9C84FF', '#524A42FF', '#39635AFF', '#FFAD84FF', '#DE6BE7FF', '#8C08CEFF', '#C6C6D6FF']",palettetown
gravityFalls,"['#417BA1FF', '#FF1493FF', '#FFFF2EFF', '#345634FF', '#8B0000FF', '#FF6700FF', '#93C0D5FF', '#8B4513FF', '#9248A7FF', '#1C8859FF', '#474747FF', '#8FBC8FFF', '#D2B48CFF', '#000000FF']",tvthemes
vaporwave,"['#94D0FFFF', '#8795E8FF', '#966BFFFF', '#AD8CFFFF', '#C774E8FF', '#C774A9FF', '#FF6AD5FF', '#FF6A8BFF', '#FF8B8BFF', '#FFA58BFF', '#FFDE8BFF', '#CDDE8BFF', '#8BDE8BFF', '#20DE8BFF']",vapeplot
info2,"['#006A40FF', '#F08892FF', '#75B41EFF', '#95828DFF', '#708C98FF', '#8AB8CFFF', '#007E7FFF', '#358359FF', '#8BA1BCFF', '#5A5895FF', '#F2990CFF', '#5A5895FF', '#E5BA3AFF', '#D86C4FFF']",yarrr
X61,"['#221C3EFF', '#383562FF', '#424071FF', '#424072FF', '#575EAEFF', '#585FAFFF', '#6E6DA7FF', '#E2BC7DFF', '#E2BC7BFF', '#E1B97CFF', '#A7743FFF', '#A8733FFF', '#A6403BFF', '#AC2E31FF', '#AC2E32FF']",beyonce
X111,"['#3850A8FF', '#3A4FA8FF', '#3650A5FF', '#0068F7FF', '#0068F8FF', '#0367FBFF', '#0069F7FF', '#889DFAFF', '#869DFBFF', '#859CF9FF', '#E0B0FCFF', '#DCB0FBFF', '#DEAFFDFF', '#DFB1FCFF', '#7C4DE7FF']",beyonce
paletteMartin,"['#000000FF', '#004949FF', '#009292FF', '#FF6DB6FF', '#FFB6DBFF', '#490092FF', '#006DDBFF', '#B66DFFFF', '#6DB6FFFF', '#B6DBFFFF', '#920000FF', '#924900FF', '#DB6D00FF', '#24FF24FF', '#FFFF6DFF']",colorBlindness
stata_s2color,"['#1A476FFF', '#90353BFF', '#55752FFF', '#E37E00FF', '#6E8E84FF', '#C10534FF', '#938DD2FF', '#CAC27EFF', '#A0522DFF', '#7B92A8FF', '#2D6D66FF', '#9C8847FF', '#BFA19CFF', '#FFD200FF', '#D9E6EBFF']",ggthemes
stata_s1rcolor,"['#FFFF00FF', '#00FF00FF', '#0080FFFF', '#FF00FFFF', '#FF7F00FF', '#FF0000FF', '#ADD8E6FF', '#FFE474FF', '#00FF80FF', '#C0DCC0FF', '#FF4500FF', '#0000FFFF', '#FF0080FF', '#6E8E84FF', '#A0522DFF']",ggthemes
stata_s1color,"['#006000FF', '#FF4500FF', '#1A476FFF', '#90353BFF', '#6E8E84FF', '#A0522DFF', '#FF7F00FF', '#FF00FFFF', '#00FFFFFF', '#FF0000FF', '#00FF00FF', '#9C8847FF', '#800080FF', '#C0DCC0FF', '#ADD8E6FF']",ggthemes
stata_mono,"['#606060FF', '#A0A0A0FF', '#808080FF', '#404040FF', '#000000FF', '#E0E0E0FF', '#202020FF', '#707070FF', '#909090FF', '#B0B0B0FF', '#D0D0D0FF', '#F0F0F0FF', '#303030FF', '#C0C0C0FF', '#505050FF']",ggthemes
stata_economist,"['#FFFFFF00', '#7B92A8FF', '#82C0E9FF', '#2D6D66FF', '#BFA19CFF', '#008BBCFF', '#97B6B0FF', '#D7D29EFF', '#1A476FFF', '#90353BFF', '#9C8847FF', '#938DD2FF', '#6E8E84FF', '#C10534FF', '#CAC27EFF']",ggthemes
les_nympheas,"['#693C3CFF', '#784B4BFF', '#A53C3CFF', '#B45A4BFF', '#E1A569FF', '#E1C396FF', '#D2B469FF', '#C3A53CFF', '#96873CFF', '#4B5A4BFF', '#3C4B3CFF', '#3C3C4BFF', '#5A6978FF', '#C3C3C3FF', '#878787FF']",impressionist.colors
les_nympheas_2,"['#18422EFF', '#436660FF', '#879669FF', '#AEC3A2FF', '#D2D2D2FF', '#B4B4C3FF', '#9696B4FF', '#3C5A69FF', '#2B3C44FF', '#0F1E2DFF', '#874B5AFF', '#A55A78FF', '#C387B4FF', '#965A96FF', '#783C69FF']",impressionist.colors
vahine_no_te_tiare,"['#785A3CFF', '#96694BFF', '#A5784BFF', '#C3965AFF', '#F0C35AFF', '#F0D269FF', '#B43C3CFF', '#B44B4BFF', '#D2D2D2FF', '#787896FF', '#5A5A78FF', '#4B3C5AFF', '#3C2D3CFF', '#2D1E2DFF', '#69875AFF']",impressionist.colors
spearow,"['#181818FF', '#C82010FF', '#A87010FF', '#784000FF', '#F05040FF', '#F88070FF', '#D09838FF', '#781800FF', '#686050FF', '#D0C098FF', '#F8D0A8FF', '#A89870FF', '#F0B058FF', '#E8D8A8FF', '#F8F8F8FF']",palettetown
primeape,"['#987820FF', '#D8B888FF', '#000000FF', '#F8E0B0FF', '#C8A040FF', '#785828FF', '#583000FF', '#404040FF', '#E0C870FF', '#F8F8D0FF', '#F89058FF', '#F8F8F8FF', '#787878FF', '#B84830FF', '#D8D8D8FF']",palettetown
dodrio,"['#000000FF', '#C89850FF', '#A07848FF', '#685038FF', '#B0A078FF', '#E8D8A8FF', '#404040FF', '#605840FF', '#E8C070FF', '#F080A0FF', '#F8F8F8FF', '#F8D0E0FF', '#B04040FF', '#808080FF', '#D0C8C8FF']",palettetown
jynx,"['#E87850FF', '#D09830FF', '#F8D868FF', '#C04018FF', '#000000FF', '#F8F0A8FF', '#804000FF', '#701000FF', '#C078D0FF', '#703860FF', '#9048A8FF', '#F8F8F8FF', '#F8C090FF', '#D0D0D0FF', '#606070FF']",palettetown
gyarados,"['#6080A0FF', '#000000FF', '#404068FF', '#80A0E0FF', '#F8F8F8FF', '#C8C880FF', '#B0C8F8FF', '#686858FF', '#D8E0F0FF', '#F8F890FF', '#A8B0C0FF', '#C83030FF', '#687890FF', '#902000FF', '#D08860FF']",palettetown
lapras,"['#7090C8FF', '#98B8E0FF', '#282828FF', '#E0C068FF', '#D0C0B8FF', '#385070FF', '#F8E890FF', '#605058FF', '#A09088FF', '#C0D8F0FF', '#E8D8D0FF', '#806830FF', '#A00000FF', '#F8F8F8FF', '#E05828FF']",palettetown
vaporeon,"['#38A088FF', '#282828FF', '#304078FF', '#80E8D0FF', '#106850FF', '#60C8B0FF', '#E0E0E0FF', '#F8F8F8FF', '#887828FF', '#587098FF', '#E0B848FF', '#F8E878FF', '#A8A8C8FF', '#585870FF', '#7088B0FF']",palettetown
xatu,"['#282828FF', '#50C848FF', '#F8F8F8FF', '#489040FF', '#C8C8C8FF', '#505050FF', '#E83800FF', '#306028FF', '#B03000FF', '#909090FF', '#98E048FF', '#F8D840FF', '#802800FF', '#B89020FF', '#885800FF']",palettetown
miltank,"['#F8A8A0FF', '#D07870FF', '#303030FF', '#F8E098FF', '#181820FF', '#884848FF', '#585858FF', '#C09850FF', '#F8D0D8FF', '#A0A0A0FF', '#906820FF', '#E8C078FF', '#F8F8F8FF', '#0050F8FF', '#B03860FF']",palettetown
ludicolo,"['#98C060FF', '#F0F090FF', '#A0E858FF', '#886850FF', '#486848FF', '#D0D078FF', '#C8F888FF', '#688858FF', '#282828FF', '#D0B048FF', '#B0B070FF', '#C08070FF', '#F0A060FF', '#F8F8F8FF', '#C8C8D8FF']",palettetown
taillow,"['#F8F8F8FF', '#283058FF', '#5868A8FF', '#485890FF', '#C8D0D0FF', '#000000FF', '#909090FF', '#785858FF', '#803850FF', '#C03030FF', '#E0B848FF', '#F8E850FF', '#7888C8FF', '#E06860FF', '#F89088FF']",palettetown
swellow,"['#405078FF', '#283058FF', '#000000FF', '#5868A8FF', '#E06860FF', '#C8D0D0FF', '#803850FF', '#C03030FF', '#F89088FF', '#7888C8FF', '#909090FF', '#785858FF', '#F8F8F8FF', '#F8E850FF', '#E0A848FF']",palettetown
pelipper,"['#F8D060FF', '#E0A858FF', '#D8D8E8FF', '#3898B0FF', '#000000FF', '#206078FF', '#F0F0F8FF', '#505058FF', '#805840FF', '#F8E898FF', '#70B8D0FF', '#B88838FF', '#90D0E0FF', '#884058FF', '#9898A8FF']",palettetown
breloom,"['#709030FF', '#000000FF', '#F0D078FF', '#A08050FF', '#D0A868FF', '#90B848FF', '#385018FF', '#604838FF', '#A8D060FF', '#D84828FF', '#A83010FF', '#E87848FF', '#F8E898FF', '#501810FF', '#F8F8F8FF']",palettetown
vigoroth,"['#C8C8C8FF', '#F8F8F8FF', '#E0E0E0FF', '#404040FF', '#808080FF', '#000000FF', '#F86060FF', '#D03830FF', '#504020FF', '#886840FF', '#703030FF', '#705028FF', '#585850FF', '#884058FF', '#A88060FF']",palettetown
nincada,"['#E0D0D0FF', '#585050FF', '#988878FF', '#B0A890FF', '#C8B8B0FF', '#787060FF', '#282828FF', '#704838FF', '#987050FF', '#C8A068FF', '#80C068FF', '#F0E8E0FF', '#487858FF', '#60A068FF', '#A88860FF']",palettetown
exploud,"['#504888FF', '#000000FF', '#7870B0FF', '#B8B8E8FF', '#A098D8FF', '#D8B048FF', '#F8D858FF', '#D04830FF', '#F87050FF', '#987018FF', '#683018FF', '#983818FF', '#D0D8F8FF', '#F8F8F8FF', '#808080FF']",palettetown
hariyama,"['#E8B850FF', '#181818FF', '#D08058FF', '#303060FF', '#A86040FF', '#E0D0A0FF', '#F0D070FF', '#F0E0C0FF', '#E8A068FF', '#886850FF', '#804830FF', '#606090FF', '#C89840FF', '#C0A870FF', '#F8F8F8FF']",palettetown
delcatty,"['#D890A0FF', '#000000FF', '#F8B840FF', '#704850FF', '#A05868FF', '#803848FF', '#F8D860FF', '#C07888FF', '#D89840FF', '#B88058FF', '#F0B0C0FF', '#F8F898FF', '#482878FF', '#F8F8F8FF', '#684898FF']",palettetown
volbeat,"['#484850FF', '#000000FF', '#A0B0C0FF', '#604830FF', '#E05060FF', '#D8B850FF', '#7888A0FF', '#F8F8F8FF', '#C83850FF', '#888890FF', '#883048FF', '#F8E050FF', '#D8D8D8FF', '#F08070FF', '#485068FF']",palettetown
illumise,"['#88A8C8FF', '#484848FF', '#000000FF', '#B060C8FF', '#A8C0E8FF', '#885098FF', '#302830FF', '#787878FF', '#586888FF', '#C888D8FF', '#E0B048FF', '#988050FF', '#F8E070FF', '#F8F8F8FF', '#0058D0FF']",palettetown
roselia,"['#000000FF', '#285890FF', '#F05880FF', '#78C860FF', '#B0E870FF', '#A03048FF', '#5090D0FF', '#609048FF', '#406030FF', '#8098A0FF', '#60B0F8FF', '#C8D8D0FF', '#A8C0C0FF', '#F8A0B8FF', '#F0D048FF']",palettetown
wailmer,"['#306898FF', '#4880B0FF', '#E8D0A0FF', '#C8B080FF', '#6098C8FF', '#203048FF', '#000000FF', '#686048FF', '#988860FF', '#90C0E8FF', '#385078FF', '#B0B8C0FF', '#F8F8F8FF', '#808898FF', '#F8E8C8FF']",palettetown
numel,"['#F0D800FF', '#C8B038FF', '#90D818FF', '#686020FF', '#181818FF', '#909050FF', '#F0F0A0FF', '#D0D090FF', '#587068FF', '#B0F030FF', '#D8C820FF', '#70A038FF', '#E0D8E8FF', '#F8F8F8FF', '#F8E868FF']",palettetown
grumpig,"['#606060FF', '#E0A8E8FF', '#000000FF', '#B070B8FF', '#909090FF', '#484848FF', '#D06880FF', '#787878FF', '#984860FF', '#F0C8F8FF', '#785088FF', '#C888D0FF', '#E888A8FF', '#F8B0D0FF', '#F8F8F8FF']",palettetown
flygon,"['#000000FF', '#A8D870FF', '#98B860FF', '#D0F880FF', '#983030FF', '#E07070FF', '#588058FF', '#68A070FF', '#789840FF', '#90D098FF', '#305858FF', '#F8B0B0FF', '#486818FF', '#C83030FF', '#F8F8F8FF']",palettetown
zangoose,"['#D0C0C8FF', '#F8F8F8FF', '#E0D8E0FF', '#000000FF', '#F86068FF', '#908088FF', '#B8A8B0FF', '#C85868FF', '#685860FF', '#783880FF', '#F8A090FF', '#884050FF', '#B060C8FF', '#D088E0FF', '#786860FF']",palettetown
