name,palette,source,kind,paletteer-kind
Green-Blue Diverging,"['#24693DFF', '#266B3EFF', '#286E3FFF', '#2A7040FF', '#2C7341FF', '#2E7542FF', '#307843FF', '#327B44FF', '#347D45FF', '#368046FF', '#388247FF', '#3A8548FF', '#3C8749FF', '#3E8A4AFF', '#408C4BFF', '#428F4CFF', '#44924DFF', '#46944EFF', '#49974FFF', '#4C9951FF', '#4F9C53FF', '#529E54FF', '#55A056FF', '#58A358FF', '#5BA55AFF', '#5EA85BFF', '#61AA5DFF', '#64AD5FFF', '#67AF60FF', '#69B262FF', '#6CB464FF', '#6FB766FF', '#72B967FF', '#75BC69FF', '#7BBE6FFF', '#80C076FF', '#86C27CFF', '#8BC482FF', '#90C589FF', '#95C78FFF', '#9AC995FF', '#A0CB9CFF', '#A5CDA2FF', '#AACFA8FF', '#AED0AFFF', '#B3D2B5FF', '#B8D4BBFF', '#BDD6C2FF', '#C2D7C8FF', '#C7D9CFFF', '#C7D8D2FF', '#C2D5D2FF', '#BED2D2FF', '#B9CFD2FF', '#B4CCD1FF', '#AFC9D1FF', '#ABC6D1FF', '#A6C3D1FF', '#A1C0D1FF', '#9CBDD1FF', '#97BAD0FF', '#92B8D0FF', '#8DB5D0FF', '#88B2D0FF', '#82AFCFFF', '#7DACCFFF', '#77A9CFFF', '#75A6CDFF', '#72A4CBFF', '#70A1C8FF', '#6D9FC6FF', '#6B9CC4FF', '#6899C2FF', '#6697C0FF', '#6394BDFF', '#6192BBFF', '#5E8FB9FF', '#5C8DB7FF', '#598AB5FF', '#5788B3FF', '#5485B0FF', '#5283AEFF', '#4F80ACFF', '#4D7EAAFF', '#4B7BA7FF', '#4979A5FF', '#4676A2FF', '#4474A0FF', '#42719DFF', '#406F9BFF', '#3E6C99FF', '#3C6A96FF', '#3A6894FF', '#376591FF', '#35638FFF', '#33608DFF', '#315E8AFF', '#2F5C88FF', '#2C5985FF', '#2A5783FF']",The R package: {ggthemes},diverging-1,discrete-diverging
Green-Blue-White Diverging,"['#24693DFF', '#276C3EFF', '#2A6F3FFF', '#2D7241FF', '#307542FF', '#327843FF', '#357B44FF', '#387E45FF', '#3B8147FF', '#3D8448FF', '#408749FF', '#438B4AFF', '#468E4CFF', '#48914DFF', '#4B944EFF', '#4E974FFF', '#519A50FF', '#549E52FF', '#58A155FF', '#5BA458FF', '#5FA75BFF', '#63AA5EFF', '#66AD60FF', '#6AB163FF', '#6EB466FF', '#71B769FF', '#75BA6CFF', '#79BD6FFF', '#7CC171FF', '#80C474FF', '#84C777FF', '#88CA7AFF', '#8BCE7DFF', '#8FD180FF', '#96D488FF', '#9DD78FFF', '#A4DA97FF', '#ABDC9EFF', '#B2DFA6FF', '#B9E2ADFF', '#C0E5B5FF', '#C7E8BDFF', '#CDEBC4FF', '#D4EDCCFF', '#DBF0D4FF', '#E1F3DCFF', '#E8F6E3FF', '#EFF8EBFF', '#F5FBF3FF', '#FCFEFBFF', '#FCFDFEFF', '#F6F9FCFF', '#EFF5FAFF', '#E9F2F8FF', '#E3EEF6FF', '#DCEAF4FF', '#D6E6F2FF', '#D0E2F0FF', '#C9DFEDFF', '#C3DBEBFF', '#BDD7E9FF', '#B6D3E7FF', '#B0D0E5FF', '#A9CCE3FF', '#A2C8E1FF', '#9CC5DFFF', '#95C1DDFF', '#91BEDBFF', '#8EBAD8FF', '#8AB7D6FF', '#87B3D3FF', '#83B0D1FF', '#80ADCEFF', '#7CA9CCFF', '#78A6C9FF', '#75A3C7FF', '#719FC5FF', '#6D9CC2FF', '#6A99C0FF', '#6695BDFF', '#6292BBFF', '#5F8FB9FF', '#5B8CB6FF', '#5888B3FF', '#5585B0FF', '#5282ADFF', '#4F7FAAFF', '#4C7CA7FF', '#4A79A4FF', '#4775A1FF', '#44729EFF', '#416F9BFF', '#3E6C98FF', '#3C6995FF', '#396692FF', '#36638FFF', '#33608CFF', '#305D89FF', '#2D5A86FF', '#2A5783FF']",The R package: {ggthemes},diverging-1,discrete-diverging
Green-Brown,"['#004B40FF', '#005045FF', '#00554AFF', '#005A4EFF', '#005F53FF', '#006458FF', '#00695DFF', '#006E61FF', '#007366FF', '#00786BFF', '#007D70FF', '#008274FF', '#008779FF', '#008C7EFF', '#009183FF', '#009687FF', '#009C8CFF', '#00A090FF', '#00A495FF', '#00A899FF', '#00AC9DFF', '#00B0A1FF', '#00B3A5FF', '#00B7A9FF', '#1BBBADFF', '#32BEB1FF', '#43C2B5FF', '#50C5B9FF', '#5BC9BDFF', '#66CCC1FF', '#6FD0C4FF', '#78D3C8FF', '#81D6CCFF', '#89D9CFFF', '#91DCD2FF', '#99DFD6FF', '#A0E1D9FF', '#A8E4DCFF', '#AFE7DFFF', '#B6E9E2FF', '#BCEBE5FF', '#C3EEE8FF', '#C9F0EAFF', '#CFF1ECFF', '#D6F3EFFF', '#DBF4F1FF', '#E1F6F3FF', '#E7F6F4FF', '#EDF7F5FF', '#F3F7F6FF', '#F8F6F4FF', '#F9F4EFFF', '#FAF2EAFF', '#FAF0E6FF', '#F9EDE1FF', '#F9EBDCFF', '#F8E8D7FF', '#F6E5D2FF', '#F5E2CDFF', '#F4DFC8FF', '#F2DCC2FF', '#F0D8BDFF', '#EED5B8FF', '#ECD1B2FF', '#E9CDACFF', '#E7CAA6FF', '#E4C6A1FF', '#E2C29BFF', '#DFBE94FF', '#DCBA8EFF', '#D9B688FF', '#D6B282FF', '#D3AE7BFF', '#CFA974FF', '#CCA56DFF', '#C9A166FF', '#C59C5FFF', '#C19857FF', '#BE934FFF', '#BA8F47FF', '#B68A3EFF', '#B28634FF', '#AE8128FF', '#A97D20FF', '#A4791CFF', '#9F7419FF', '#997015FF', '#946C10FF', '#8E670BFF', '#896305FF', '#835E00FF', '#7E5A00FF', '#785500FF', '#735100FF', '#6E4D00FF', '#684800FF', '#634400FF', '#5D3F00FF', '#583B00FF', '#533600FF']",The R package: {grDevices},diverging-1,discrete-diverging
Green-Gold,"['#F4D166FF', '#F1D065FF', '#EDCF64FF', '#EACF64FF', '#E7CE63FF', '#E4CD62FF', '#E1CC62FF', '#DECC61FF', '#DACB60FF', '#D7CA60FF', '#D4C95FFF', '#D1C95FFF', '#CEC85EFF', '#CBC75EFF', '#C8C65EFF', '#C5C55DFF', '#C2C55DFF', '#BFC45CFF', '#BBC45CFF', '#B8C35CFF', '#B5C25BFF', '#B2C25BFF', '#AFC15BFF', '#ACC05BFF', '#A9BF5AFF', '#A6BE5AFF', '#A3BD5AFF', '#A0BC5AFF', '#9DBC59FF', '#9ABB59FF', '#97BA58FF', '#94B958FF', '#91B858FF', '#8EB758FF', '#8BB657FF', '#88B557FF', '#85B457FF', '#83B357FF', '#80B357FF', '#7DB257FF', '#7BB156FF', '#78B056FF', '#75AF56FF', '#72AD56FF', '#6FAC56FF', '#6DAB56FF', '#6AAA56FF', '#67A956FF', '#64A856FF', '#62A756FF', '#5FA555FF', '#5DA455FF', '#5AA355FF', '#58A255FF', '#56A154FF', '#54A054FF', '#529F54FF', '#509E53FF', '#4E9D53FF', '#4C9C52FF', '#4B9A52FF', '#499952FF', '#489851FF', '#469651FF', '#459550FF', '#449450FF', '#429350FF', '#41924FFF', '#40914FFF', '#3F8F4FFF', '#3D8E4EFF', '#3C8D4EFF', '#3B8B4DFF', '#3A8A4DFF', '#39894CFF', '#38884CFF', '#36864BFF', '#35854BFF', '#34844AFF', '#338349FF', '#328248FF', '#308047FF', '#2F7F46FF', '#2E7D45FF', '#2C7C44FF', '#2B7B43FF', '#297A42FF', '#277942FF', '#267841FF', '#247740FF', '#23753FFF', '#21743EFF', '#1F733DFF', '#1D723CFF', '#1C713BFF', '#1A703AFF', '#196F39FF', '#176E38FF', '#166D37FF', '#146C36FF']",The R package: {ggthemes},sequential-1,discrete-sequential
Green-Orange,"['#11C638FF', '#20C73EFF', '#2BC744FF', '#33C849FF', '#3AC94EFF', '#41C952FF', '#47CA57FF', '#4DCB5BFF', '#52CB5FFF', '#57CC63FF', '#5CCD67FF', '#60CD6BFF', '#65CE6FFF', '#69CF73FF', '#6DCF76FF', '#71D07AFF', '#75D17DFF', '#79D181FF', '#7DD284FF', '#80D287FF', '#84D38BFF', '#88D48EFF', '#8BD491FF', '#8FD594FF', '#92D597FF', '#96D69AFF', '#99D79EFF', '#9CD7A1FF', '#A0D8A4FF', '#A3D8A7FF', '#A6D9AAFF', '#A9D9ADFF', '#ADDAB0FF', '#B0DAB3FF', '#B3DBB6FF', '#B6DBB9FF', '#B9DCBCFF', '#BCDCBFFF', '#BFDDC1FF', '#C3DDC4FF', '#C6DEC7FF', '#C9DECAFF', '#CCDFCDFF', '#CFDFD0FF', '#D2E0D3FF', '#D5E0D6FF', '#D8E1D8FF', '#DBE1DBFF', '#DEE2DEFF', '#E1E2E1FF', '#E3E2E1FF', '#E4E0DEFF', '#E5DEDBFF', '#E5DDD8FF', '#E6DBD5FF', '#E7DAD2FF', '#E8D8CFFF', '#E8D7CCFF', '#E9D5C9FF', '#EAD3C6FF', '#EAD2C3FF', '#EBD0C0FF', '#EBCFBDFF', '#ECCDB9FF', '#ECCCB6FF', '#EDCAB3FF', '#EDC9B0FF', '#EEC7ADFF', '#EEC6AAFF', '#EEC4A6FF', '#EFC3A3FF', '#EFC1A0FF', '#EFC09CFF', '#F0BE99FF', '#F0BD96FF', '#F0BB92FF', '#F0B98FFF', '#F0B88BFF', '#F1B688FF', '#F1B584FF', '#F1B380FF', '#F1B27DFF', '#F1B079FF', '#F1AF75FF', '#F1AE71FF', '#F1AC6DFF', '#F1AB69FF', '#F1A964FF', '#F1A860FF', '#F1A65BFF', '#F1A556FF', '#F1A351FF', '#F1A24CFF', '#F1A046FF', '#F09F40FF', '#F09D39FF', '#F09C31FF', '#F09A28FF', '#F0991CFF', '#EF9708FF']",The R package: {grDevices},diverging-1,discrete-diverging
Green-Yellow,"['#006E37FF', '#007039FF', '#03733BFF', '#11753EFF', '#1B7740FF', '#227A42FF', '#297C45FF', '#2E7E47FF', '#338149FF', '#38834CFF', '#3D854EFF', '#418750FF', '#468A52FF', '#4A8C55FF', '#4E8E57FF', '#529059FF', '#55925BFF', '#59955EFF', '#5D9760FF', '#609962FF', '#649B64FF', '#679D66FF', '#6B9F68FF', '#6EA16BFF', '#71A36DFF', '#74A56FFF', '#78A771FF', '#7BA973FF', '#7EAB75FF', '#81AD77FF', '#84AF7AFF', '#87B17CFF', '#8AB37EFF', '#8DB580FF', '#90B682FF', '#92B884FF', '#95BA86FF', '#98BC88FF', '#9BBE8AFF', '#9DBF8CFF', '#A0C18EFF', '#A3C390FF', '#A5C492FF', '#A8C694FF', '#AAC896FF', '#ADC998FF', '#AFCB9AFF', '#B2CC9CFF', '#B4CE9EFF', '#B6CF9FFF', '#B9D1A1FF', '#BBD2A3FF', '#BDD4A5FF', '#BFD5A7FF', '#C2D6A9FF', '#C4D8ABFF', '#C6D9ACFF', '#C8DAAEFF', '#CADCB0FF', '#CCDDB2FF', '#CEDEB3FF', '#D0DFB5FF', '#D2E0B7FF', '#D4E2B8FF', '#D5E3BAFF', '#D7E4BCFF', '#D9E5BDFF', '#DBE6BFFF', '#DCE7C0FF', '#DEE8C2FF', '#DFE9C4FF', '#E1EAC5FF', '#E2EBC7FF', '#E4ECC8FF', '#E5ECCAFF', '#E7EDCBFF', '#E8EECCFF', '#E9EFCEFF', '#EBEFCFFF', '#ECF0D1FF', '#EDF1D2FF', '#EEF1D3FF', '#EFF2D5FF', '#F0F3D6FF', '#F1F3D7FF', '#F2F4D9FF', '#F3F4DAFF', '#F4F5DBFF', '#F5F5DCFF', '#F5F5DDFF', '#F6F6DFFF', '#F6F6E0FF', '#F7F6E1FF', '#F8F6E2FF', '#F8F7E3FF', '#F8F7E4FF', '#F9F7E6FF', '#F9F7E7FF', '#F9F7E8FF', '#F9F7EAFF']",The R package: {grDevices},sequential-1,discrete-sequential
Green2Magenta16Steps,"['#005000FF', '#008600FF', '#00BB00FF', '#00F100FF', '#50FF50FF', '#86FF86FF', '#BBFFBBFF', '#FFFFFFFF', '#FFF1FFFF', '#FFBBFFFF', '#FF86FFFF', '#FF50FFFF', '#F100F1FF', '#BB00BBFF', '#860086FF', '#500050FF']",The R package: {colorBlindness},diverging,discrete-diverging
Green_Orange_Teal,"['#4E9F50FF', '#87D180FF', '#EF8A0CFF', '#FCC66DFF', '#3CA8BCFF', '#98D9E4FF', '#94A323FF', '#C3CE3DFF', '#A08400FF', '#F7D42AFF', '#26897EFF', '#8DBFA8FF']",The R package: {ggthemes},qualitative,discrete-qualitative
Greens,"['#f7fcf5', '#f6fcf4', '#f6fcf4', '#f5fbf3', '#f5fbf2', '#f4fbf2', '#f4fbf1', '#f3faf0', '#f2faf0', '#f2faef', '#f1faee', '#f1faee', '#f0f9ed', '#f0f9ec', '#eff9ec', '#eff9eb', '#eef8ea', '#edf8ea', '#edf8e9', '#ecf8e8', '#ecf8e8', '#ebf7e7', '#ebf7e7', '#eaf7e6', '#e9f7e5', '#e9f7e5', '#e8f6e4', '#e8f6e3', '#e7f6e3', '#e7f6e2', '#e6f5e1', '#e5f5e1', '#e5f5e0', '#e4f5df', '#e3f4de', '#e2f4dd', '#e1f3dc', '#e0f3db', '#dff3da', '#def2d9', '#ddf2d8', '#dcf2d7', '#dbf1d6', '#dbf1d5', '#daf0d4', '#d9f0d3', '#d8f0d2', '#d7efd1', '#d6efd0', '#d5efcf', '#d4eece', '#d3eecd', '#d2edcc', '#d1edcb', '#d0edca', '#cfecc9', '#ceecc8', '#cdecc7', '#ccebc6', '#cbebc5', '#cbeac4', '#caeac3', '#c9eac2', '#c8e9c1', '#c7e9c0', '#c6e8bf', '#c4e8bd', '#c3e7bc', '#c2e7bb', '#c1e6ba', '#c0e6b9', '#bee5b8', '#bde5b6', '#bce4b5', '#bbe4b4', '#bae3b3', '#b8e3b2', '#b7e2b1', '#b6e2af', '#b5e1ae', '#b4e1ad', '#b2e0ac', '#b1e0ab', '#b0dfaa', '#afdfa8', '#aedea7', '#acdea6', '#abdda5', '#aadda4', '#a9dca3', '#a8dca2', '#a7dba0', '#a5db9f', '#a4da9e', '#a3da9d', '#a2d99c', '#a0d99b', '#9fd899', '#9ed798', '#9cd797', '#9bd696', '#99d595', '#98d594', '#97d492', '#95d391', '#94d390', '#92d28f', '#91d28e', '#90d18d', '#8ed08b', '#8dd08a', '#8bcf89', '#8ace88', '#88ce87', '#87cd86', '#86cc85', '#84cc83', '#83cb82', '#81ca81', '#80ca80', '#7fc97f', '#7dc87e', '#7cc87c', '#7ac77b', '#79c67a', '#78c679', '#76c578', '#75c477', '#73c476', '#72c375', '#70c274', '#6ec173', '#6dc072', '#6bc072', '#6abf71', '#68be70', '#66bd6f', '#65bd6f', '#63bc6e', '#62bb6d', '#60ba6c', '#5eb96b', '#5db96b', '#5bb86a', '#5ab769', '#58b668', '#56b567', '#55b567', '#53b466', '#52b365', '#50b264', '#4eb264', '#4db163', '#4bb062', '#4aaf61', '#48ae60', '#46ae60', '#45ad5f', '#43ac5e', '#42ab5d', '#40aa5d', '#3fa95c', '#3fa85b', '#3ea75a', '#3da65a', '#3ca559', '#3ba458', '#3aa357', '#39a257', '#38a156', '#37a055', '#369f54', '#359e53', '#349d53', '#339c52', '#329b51', '#319a50', '#309950', '#2f984f', '#2f974e', '#2e964d', '#2d954d', '#2c944c', '#2b934b', '#2a924a', '#29914a', '#289049', '#278f48', '#268e47', '#258d47', '#248c46', '#238b45', '#228a44', '#218944', '#208843', '#1f8742', '#1e8741', '#1d8640', '#1c8540', '#1a843f', '#19833e', '#18823d', '#17813d', '#16803c', '#157f3b', '#147e3a', '#137d39', '#127c39', '#117b38', '#107a37', '#0e7936', '#0d7836', '#0c7735', '#0b7734', '#0a7633', '#097532', '#087432', '#077331', '#067230', '#05712f', '#03702e', '#026f2e', '#016e2d', '#006d2c', '#006c2c', '#006b2b', '#00692a', '#00682a', '#006729', '#006529', '#006428', '#006328', '#006227', '#006027', '#005f26', '#005e26', '#005c25', '#005b25', '#005a24', '#005924', '#005723', '#005622', '#005522', '#005321', '#005221', '#005120', '#005020', '#004e1f', '#004d1f', '#004c1e', '#004a1e', '#00491d', '#00481d', '#00471c', '#00451c', '#00441b']",matplotlib/seaborn builtin,unknown,unknown
Greens 2,"['#006027FF', '#08622BFF', '#11632EFF', '#176531FF', '#1C6733FF', '#216936FF', '#256A39FF', '#296C3CFF', '#2C6E3EFF', '#307041FF', '#337144FF', '#377346FF', '#3A7549FF', '#3D764BFF', '#40784EFF', '#437A50FF', '#467C53FF', '#497D55FF', '#4C7F58FF', '#4F815AFF', '#51825DFF', '#54845FFF', '#578661FF', '#598864FF', '#5C8966FF', '#5F8B68FF', '#618D6BFF', '#648E6DFF', '#66906FFF', '#699272FF', '#6C9374FF', '#6E9576FF', '#719779FF', '#73987BFF', '#769A7DFF', '#789C7FFF', '#7A9D82FF', '#7D9F84FF', '#7FA186FF', '#82A288FF', '#84A48AFF', '#86A68DFF', '#89A78FFF', '#8BA991FF', '#8DAA93FF', '#90AC95FF', '#92AE97FF', '#94AF9AFF', '#97B19CFF', '#99B29EFF', '#9BB4A0FF', '#9DB5A2FF', '#A0B7A4FF', '#A2B9A6FF', '#A4BAA8FF', '#A6BCAAFF', '#A8BDACFF', '#AABFAEFF', '#ADC0B0FF', '#AFC2B2FF', '#B1C3B4FF', '#B3C5B6FF', '#B5C6B8FF', '#B7C8BAFF', '#B9C9BCFF', '#BBCABEFF', '#BDCCC0FF', '#BFCDC2FF', '#C1CFC4FF', '#C3D0C5FF', '#C5D2C7FF', '#C7D3C9FF', '#C9D4CBFF', '#CBD6CDFF', '#CDD7CEFF', '#CED8D0FF', '#D0DAD2FF', '#D2DBD4FF', '#D4DCD5FF', '#D6DDD7FF', '#D7DFD9FF', '#D9E0DAFF', '#DBE1DCFF', '#DCE2DDFF', '#DEE3DFFF', '#E0E4E0FF', '#E1E6E2FF', '#E3E7E3FF', '#E4E8E5FF', '#E6E9E6FF', '#E7EAE7FF', '#E8EBE9FF', '#EAECEAFF', '#EBEDEBFF', '#ECEDECFF', '#EDEEEDFF', '#EEEFEEFF', '#EFF0EFFF', '#F0F0F0FF', '#F1F1F1FF']",The R package: {grDevices},sequential-1,discrete-sequential
Greens 3,"['#004616FF', '#004918FF', '#004C1AFF', '#004F1CFF', '#00511EFF', '#005420FF', '#005722FF', '#005A24FF', '#005C25FF', '#005F27FF', '#026229FF', '#03652BFF', '#05672CFF', '#076A2EFF', '#096D30FF', '#0B7032FF', '#0C7333FF', '#0E7535FF', '#107837FF', '#117B38FF', '#127E3AFF', '#14803BFF', '#15833DFF', '#16863FFF', '#188840FF', '#198B42FF', '#1A8E43FF', '#1B9145FF', '#1C9346FF', '#1D9648FF', '#1E9949FF', '#1F9B4BFF', '#209E4CFF', '#20A14EFF', '#29A351FF', '#30A555FF', '#37A759FF', '#3DA95DFF', '#42AB60FF', '#47AD64FF', '#4CAF67FF', '#51B16BFF', '#56B36EFF', '#5AB572FF', '#5EB775FF', '#63B978FF', '#67BB7BFF', '#6BBD7FFF', '#6FBF82FF', '#72C185FF', '#76C388FF', '#7AC58BFF', '#7EC68EFF', '#81C891FF', '#85CA94FF', '#88CC97FF', '#8CCD9AFF', '#8FCF9DFF', '#92D1A0FF', '#96D2A3FF', '#99D4A6FF', '#9CD6A8FF', '#9FD7ABFF', '#A3D9AEFF', '#A6DAB1FF', '#A9DCB3FF', '#ACDDB6FF', '#AFDFB9FF', '#B2E0BBFF', '#B5E2BEFF', '#B8E3C0FF', '#BBE4C3FF', '#BDE6C5FF', '#C0E7C8FF', '#C3E8CAFF', '#C6E9CDFF', '#C8EACFFF', '#CBECD1FF', '#CEEDD4FF', '#D0EED6FF', '#D3EFD8FF', '#D5F0DAFF', '#D8F1DCFF', '#DAF2DFFF', '#DDF3E1FF', '#DFF3E3FF', '#E1F4E5FF', '#E3F5E7FF', '#E6F6E9FF', '#E8F6EAFF', '#EAF7ECFF', '#ECF7EEFF', '#EEF8F0FF', '#F0F8F1FF', '#F1F9F3FF', '#F3F9F4FF', '#F5F9F6FF', '#F6F9F7FF', '#F8F9F8FF', '#F9F9F9FF']",The R package: {grDevices},sequential-1,discrete-sequential
Greens_r,"['#00441b', '#00451c', '#00471c', '#00481d', '#00491d', '#004a1e', '#004c1e', '#004d1f', '#004e1f', '#005020', '#005120', '#005221', '#005321', '#005522', '#005622', '#005723', '#005924', '#005a24', '#005b25', '#005c25', '#005e26', '#005f26', '#006027', '#006227', '#006328', '#006428', '#006529', '#006729', '#00682a', '#00692a', '#006b2b', '#006c2c', '#006d2c', '#016e2d', '#026f2e', '#03702e', '#05712f', '#067230', '#077331', '#087432', '#097532', '#0a7633', '#0b7734', '#0c7735', '#0d7836', '#0e7936', '#107a37', '#117b38', '#127c39', '#137d39', '#147e3a', '#157f3b', '#16803c', '#17813d', '#18823d', '#19833e', '#1a843f', '#1c8540', '#1d8640', '#1e8741', '#1f8742', '#208843', '#218944', '#228a44', '#238b45', '#248c46', '#258d47', '#268e47', '#278f48', '#289049', '#29914a', '#2a924a', '#2b934b', '#2c944c', '#2d954d', '#2e964d', '#2f974e', '#2f984f', '#309950', '#319a50', '#329b51', '#339c52', '#349d53', '#359e53', '#369f54', '#37a055', '#38a156', '#39a257', '#3aa357', '#3ba458', '#3ca559', '#3da65a', '#3ea75a', '#3fa85b', '#3fa95c', '#40aa5d', '#42ab5d', '#43ac5e', '#45ad5f', '#46ae60', '#48ae60', '#4aaf61', '#4bb062', '#4db163', '#4eb264', '#50b264', '#52b365', '#53b466', '#55b567', '#56b567', '#58b668', '#5ab769', '#5bb86a', '#5db96b', '#5eb96b', '#60ba6c', '#62bb6d', '#63bc6e', '#65bd6f', '#66bd6f', '#68be70', '#6abf71', '#6bc072', '#6dc072', '#6ec173', '#70c274', '#72c375', '#73c476', '#75c477', '#76c578', '#78c679', '#79c67a', '#7ac77b', '#7cc87c', '#7dc87e', '#7fc97f', '#80ca80', '#81ca81', '#83cb82', '#84cc83', '#86cc85', '#87cd86', '#88ce87', '#8ace88', '#8bcf89', '#8dd08a', '#8ed08b', '#90d18d', '#91d28e', '#92d28f', '#94d390', '#95d391', '#97d492', '#98d594', '#99d595', '#9bd696', '#9cd797', '#9ed798', '#9fd899', '#a0d99b', '#a2d99c', '#a3da9d', '#a4da9e', '#a5db9f', '#a7dba0', '#a8dca2', '#a9dca3', '#aadda4', '#abdda5', '#acdea6', '#aedea7', '#afdfa8', '#b0dfaa', '#b1e0ab', '#b2e0ac', '#b4e1ad', '#b5e1ae', '#b6e2af', '#b7e2b1', '#b8e3b2', '#bae3b3', '#bbe4b4', '#bce4b5', '#bde5b6', '#bee5b8', '#c0e6b9', '#c1e6ba', '#c2e7bb', '#c3e7bc', '#c4e8bd', '#c6e8bf', '#c7e9c0', '#c8e9c1', '#c9eac2', '#caeac3', '#cbeac4', '#cbebc5', '#ccebc6', '#cdecc7', '#ceecc8', '#cfecc9', '#d0edca', '#d1edcb', '#d2edcc', '#d3eecd', '#d4eece', '#d5efcf', '#d6efd0', '#d7efd1', '#d8f0d2', '#d9f0d3', '#daf0d4', '#dbf1d5', '#dbf1d6', '#dcf2d7', '#ddf2d8', '#def2d9', '#dff3da', '#e0f3db', '#e1f3dc', '#e2f4dd', '#e3f4de', '#e4f5df', '#e5f5e0', '#e5f5e1', '#e6f5e1', '#e7f6e2', '#e7f6e3', '#e8f6e3', '#e8f6e4', '#e9f7e5', '#e9f7e5', '#eaf7e6', '#ebf7e7', '#ebf7e7', '#ecf8e8', '#ecf8e8', '#edf8e9', '#edf8ea', '#eef8ea', '#eff9eb', '#eff9ec', '#f0f9ec', '#f0f9ed', '#f1faee', '#f1faee', '#f2faef', '#f2faf0', '#f3faf0', '#f4fbf1', '#f4fbf2', '#f5fbf2', '#f5fbf3', '#f6fcf4', '#f6fcf4', '#f7fcf5']",matplotlib/seaborn builtin,unknown,unknown
GreentoMagenta_16,"['#005100FF', '#008600FF', '#00BC00FF', '#00F100FF', '#51FF51FF', '#86FF86FF', '#BCFFBCFF', '#FFFFFFFF', '#FFF1FFFF', '#FFBCFFFF', '#FF86FFFF', '#FF51FFFF', '#F100F1FF', '#BC00BCFF', '#860086FF', '#510051FF']",The R package: {dichromat},diverging,discrete-diverging
GretchenAlbrecht,"['#171635FF', '#00225DFF', '#763262FF', '#CA7508FF', '#E9A621FF']",The R package: {lisa},qualitative,discrete-qualitative
Greyjoy,"['#000000FF', '#708090FF', '#D4CDB1FF', '#DCDCDCFF', '#F7DC27FF', '#808080FF']",The R package: {tvthemes},qualitative,discrete-qualitative
